y,e,z,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10
0.8630473053,0,2.7164586629,2,2,1,0,1,1,2,2,0,2
4.2507657713,1,2.1699252572,2,1,1,2,2,2,1,0,1,0
-1.487254235,1,-0.750284906,0,2,2,2,1,2,0,1,1,1
-1.373996601,0,-2.538257416,1,0,2,1,0,2,2,2,1,1
-0.445355483,0,-0.679127386,1,0,2,1,0,1,2,0,1,1
2.3888881771,0,0.1267468133,0,2,2,1,1,2,1,2,2,0
-0.657577249,0,-0.873896889,1,2,0,1,1,1,1,0,0,2
0.0381489207,0,-0.354185874,1,0,0,1,0,2,0,1,1,1
-0.482921814,0,-0.688152417,1,1,1,0,0,2,2,1,1,1
0.4021303583,0,-2.258484242,2,0,0,0,1,2,2,1,0,1
2.5433071999,1,0.2778356201,0,0,1,2,2,1,0,2,1,2
1.4509558102,0,-1.215336417,2,1,1,0,0,0,2,1,2,0
-1.25416399,0,0.5149317927,2,1,0,2,1,0,1,2,2,2
-1.639420237,1,-1.896050347,0,2,1,1,2,1,2,1,2,1
-1.163229556,0,-1.125406106,0,1,2,1,1,1,1,0,0,2
0.5270713036,1,-1.453068971,1,1,2,1,1,1,1,0,2,1
-0.203925212,0,-0.490461686,2,1,1,1,1,1,0,1,0,1
-1.958179107,1,-1.918461944,1,0,2,0,1,2,2,1,0,1
-0.087399902,0,1.2798900409,0,0,1,1,1,1,2,1,0,2
0.632011902,1,0.0200991207,1,2,1,1,1,0,1,2,0,1
0.4269798439,0,0.0801717531,2,2,2,1,0,0,1,2,1,0
0.1934695544,0,-0.510764423,1,1,1,2,2,2,2,0,0,1
-2.002380374,1,0.3142606156,2,0,2,0,0,1,1,2,1,1
-1.498866661,0,-2.661770837,2,1,1,1,1,1,1,1,2,1
2.7644713991,1,0.5841040229,1,1,1,2,1,0,1,1,2,0
-0.075619651,1,-1.48295825,1,1,1,1,0,0,1,1,1,2
-1.58725254,1,-0.897984194,1,1,1,0,2,1,1,1,1,1
-0.857479157,1,-0.99092376,1,1,0,2,0,0,1,2,0,0
0.7119123091,1,-0.538845598,0,2,1,0,1,0,2,1,1,2
1.0763720549,0,0.0393589831,2,1,1,0,1,1,0,1,0,2
2.0987221116,1,1.6610664958,1,0,0,2,0,1,2,1,2,1
0.2514266994,0,-1.205614067,2,0,2,0,2,1,1,1,1,0
-0.222668582,1,-1.424137509,1,1,0,0,0,1,1,0,1,1
-2.100762598,0,-0.451936013,0,0,1,0,1,2,1,1,0,0
-0.40529791,1,-0.587676353,2,0,1,1,1,0,0,0,1,0
1.8220162246,0,0.1506045298,1,2,1,1,2,0,0,0,1,1
0.7083370634,0,-0.261553848,2,2,2,1,0,1,2,0,0,1
-2.429722043,1,-0.716292375,2,2,2,1,1,1,1,1,0,1
-1.159669771,1,-0.670781129,2,1,1,0,1,0,1,2,2,1
1.3152053652,1,0.6081206422,0,1,0,2,0,1,0,1,2,0
0.1801248439,0,0.2268838071,2,1,1,2,2,1,1,2,1,0
1.4625852002,1,1.1968444423,1,1,0,1,0,2,0,1,1,2
4.1201726205,1,1.6150104448,1,0,1,2,2,1,2,1,0,0
0.6178671637,0,-0.324007741,1,0,0,2,1,1,1,1,2,1
0.0525056682,0,-1.279893048,1,2,1,1,2,2,1,1,1,1
-0.809369342,1,0.1854225711,2,2,0,1,0,0,1,1,1,0
-1.978293365,0,-0.723539475,0,2,0,0,1,1,2,1,1,1
1.4641889747,1,-0.025984626,2,2,2,2,1,1,1,2,0,2
0.8690133228,0,-0.048213473,2,1,2,2,1,1,0,2,1,1
2.887071628,0,0.6768879168,1,1,0,2,2,0,1,2,1,0
-0.825079062,1,-0.190695146,1,2,1,0,0,1,0,0,1,2
-1.118769137,1,-0.556107107,2,0,1,1,1,1,2,1,0,1
0.3107076104,0,-0.996938803,1,1,2,2,1,1,2,1,0,1
1.6443703089,1,0.1868949984,1,1,1,0,2,2,1,1,1,1
0.0470854871,1,-0.644480492,2,2,1,1,1,2,1,1,1,0
-0.621380475,0,-1.633764349,2,0,1,1,1,1,1,2,0,0
3.269343681,0,-0.09452664,1,1,1,2,2,0,1,1,2,1
0.5739096841,1,-0.043204068,1,2,0,1,2,1,1,2,0,2
-1.221944333,1,-1.285113385,1,1,1,0,1,0,2,2,1,1
1.7099102946,1,0.850670749,1,1,2,1,1,1,1,2,1,2
0.9793595637,0,-0.738821617,1,1,0,1,2,1,0,2,2,1
1.6641423938,1,0.9112465106,1,2,1,1,1,1,1,2,2,1
-0.232907197,0,0.3797960542,1,2,2,1,0,2,0,2,0,2
2.196997989,1,1.0351352948,1,2,2,0,2,1,1,1,2,1
0.4688963451,1,-0.544613943,1,0,2,1,1,2,2,0,1,0
0.9036169762,1,1.1353897811,1,0,2,0,1,0,2,0,0,1
3.3882174588,0,1.7845848974,1,1,2,2,2,1,1,1,0,1
3.9608619925,0,1.9644324241,1,2,0,1,1,1,1,1,1,1
-1.352776231,0,-0.948057649,0,1,1,2,2,1,2,1,1,0
0.2664434245,1,-0.158433764,2,2,0,1,1,2,1,1,1,1
-1.025387731,0,-1.258572364,1,1,1,1,1,0,1,0,1,1
-0.92320179,0,-1.274313553,2,2,1,1,2,2,1,1,1,1
0.6594599721,0,0.8394379237,1,2,1,1,0,0,2,1,0,0
0.1133993365,1,-0.206805049,2,1,2,2,1,1,1,1,2,1
1.1387396195,1,-0.062358077,0,1,1,0,1,0,1,0,0,0
0.8995051929,1,-0.794304977,2,1,2,1,1,1,0,2,0,0
2.7865353519,0,1.5844719928,1,1,2,1,2,1,1,2,2,2
-1.02317416,0,-1.140029012,0,1,2,2,1,0,1,1,1,1
0.9527845986,1,0.8646463691,1,1,1,0,1,0,2,1,0,1
0.8423868397,0,-0.016893697,1,2,0,2,1,1,0,1,2,2
0.7629023413,0,-0.773849266,1,1,0,0,1,1,0,1,1,1
-0.839065467,0,-0.404496869,0,2,2,2,2,1,1,2,0,0
0.7343871454,0,-0.67652387,2,2,0,2,2,1,1,0,1,1
-1.32177508,0,-2.076555086,1,1,0,2,1,1,1,2,2,1
2.678770425,1,0.5480413363,0,1,0,2,2,1,0,1,2,0
1.8311911497,1,0.4254712751,1,1,2,1,1,1,1,1,0,1
1.9082247446,0,-0.599591904,1,2,0,2,1,2,1,2,2,2
-2.471583213,1,-3.084231505,1,1,1,0,1,2,2,2,1,2
0.3639508324,1,0.2893973515,1,1,0,2,1,1,0,1,0,1
-1.369069105,0,-0.457472198,0,2,1,0,1,1,1,0,1,0
-1.921698691,1,-2.280758763,1,1,1,1,1,0,2,0,1,0
0.7378366116,1,0.1515507646,2,1,0,0,0,2,0,0,0,1
-0.625760869,1,-0.987792184,2,1,1,1,1,0,1,2,1,1
-1.409887841,1,-0.993106058,1,1,2,1,1,0,0,2,1,0
0.7916566656,0,-1.118682402,1,2,0,1,0,1,1,1,0,0
-0.985292924,0,0.4811807969,2,2,2,1,0,1,1,0,2,1
1.6651052208,0,1.0380644906,1,0,1,1,0,2,1,1,0,1
1.1582802159,0,-0.910012743,1,0,0,1,2,0,0,2,2,1
0.7212467161,0,0.214896126,1,1,1,0,1,1,2,2,2,2
-0.257472082,1,1.495958737,0,1,1,2,1,1,2,1,2,2
1.2358126796,0,-1.223647517,2,1,2,2,2,2,2,1,2,2
0.8616539724,0,0.9793390719,1,2,2,1,2,2,2,2,1,1
-2.84917921,1,-2.023335309,2,1,0,1,1,2,1,1,2,2
4.658805697,0,2.1803291803,2,0,0,1,2,1,1,1,1,1
1.8308853667,1,-0.909682518,0,1,1,1,1,1,1,1,1,1
-0.264183402,1,-0.279354348,2,1,1,1,2,1,2,1,1,1
-0.935763655,1,0.4273090636,1,0,0,2,1,2,0,1,0,2
0.2309851476,0,0.2412687438,1,0,1,1,0,1,0,1,0,1
-3.490476912,0,-3.605177856,1,1,0,1,0,2,2,1,2,1
2.3767517486,0,1.5982113145,0,0,2,1,0,1,1,2,0,0
0.937347955,0,0.6454712045,1,1,0,0,1,2,1,1,0,0
-1.541563767,0,-1.924098552,1,2,0,1,0,1,1,0,2,2
1.2309750354,0,-0.321326026,2,2,1,2,1,0,0,0,0,1
0.1087140745,0,1.9010707309,0,1,1,0,1,2,1,2,0,1
0.359342541,1,-1.053426266,0,1,2,1,2,1,0,1,1,2
0.8397410917,0,0.9096531686,1,1,0,2,1,0,2,1,2,1
2.6837632834,1,0.9015895033,0,1,1,1,2,1,0,1,2,1
1.0567415688,0,-0.286151744,2,0,1,1,2,1,2,2,2,1
0.280082131,0,0.1527819496,1,1,1,1,0,0,0,2,1,2
-0.556297998,0,-1.313864964,1,1,1,2,1,1,2,1,0,0
1.3898583796,0,-0.000729054,1,2,2,1,1,1,1,0,1,1
0.4091147806,1,0.3711117913,1,2,1,1,1,2,2,1,2,1
0.258963884,0,-0.626058087,1,0,1,0,2,1,1,1,0,0
-0.546173477,0,-1.345241658,1,1,2,1,1,0,1,1,1,0
1.739707837,0,-0.294020793,1,1,2,2,0,2,0,1,0,1
-2.128752972,1,-0.678775058,1,1,1,0,1,1,2,1,0,1
0.0542329932,0,-0.355858399,0,1,1,1,1,0,1,2,1,2
1.4099070035,1,1.1770790883,0,0,0,1,2,2,0,0,0,2
2.712192707,1,1.6801981793,1,1,1,1,1,0,2,0,1,1
0.3739111756,0,-0.484089399,1,1,0,1,1,1,1,1,1,0
0.2303435156,1,0.2078121759,2,1,1,1,2,1,1,2,1,1
4.6702410389,0,2.751281388,1,1,2,2,1,2,1,1,2,2
1.3274457698,1,1.2382931173,0,1,2,2,1,2,1,2,0,2
0.8964440391,1,1.2159176443,0,1,1,0,1,1,1,0,0,1
0.967473443,1,-0.857269992,1,2,1,1,0,2,1,1,0,1
1.949856658,1,1.025756648,0,0,1,1,1,2,1,1,0,0
0.1457313123,1,-0.501556618,1,1,1,1,1,1,1,1,0,2
-1.69764321,1,-1.748689325,0,2,1,1,0,2,2,1,1,1
-0.009414686,0,-2.700097362,1,0,0,0,0,2,1,1,0,1
1.9886557708,0,1.4493125473,1,0,1,1,0,1,1,1,1,1
-2.702335023,1,-1.341839833,0,0,2,2,1,2,1,1,0,1
0.9986160916,0,0.0736420854,1,1,0,2,1,1,2,1,0,1
0.4073275947,0,0.698618725,1,1,1,0,1,1,1,1,0,1
-2.115219202,1,-2.100496158,1,2,1,2,1,1,0,2,2,1
1.6595119411,1,0.7586700828,1,2,1,1,2,2,1,0,2,0
-0.752939498,1,0.0143104593,0,0,2,0,1,1,1,1,1,2
-2.714411124,0,-1.250549015,1,1,0,1,2,1,2,1,1,1
0.4707212457,1,0.5793324798,1,1,2,0,2,1,0,1,2,1
3.1480257325,1,-0.224740403,1,1,1,1,0,1,2,1,1,1
2.0853621034,0,0.679558645,1,0,1,2,1,1,0,1,1,2
1.0811037971,0,-1.95859117,1,0,1,0,1,1,0,1,1,0
1.5645307034,1,-0.020729109,1,1,2,2,0,1,0,0,2,0
-2.286296169,0,0.5361362019,0,2,0,0,1,0,1,1,1,0
2.261922892,0,-0.037068314,2,2,0,2,1,2,0,1,1,1
0.2065617155,0,-0.251884008,0,0,1,0,1,1,0,0,0,0
1.3698710068,0,1.233302683,1,2,2,1,0,1,0,1,1,1
-0.355143578,0,0.4282165937,1,0,1,0,0,0,1,1,0,1
1.5165870678,1,0.9447482178,2,1,1,1,1,1,1,0,1,1
-0.59260631,0,-0.560872919,0,2,2,2,1,2,1,1,1,0
1.5469835542,1,-0.242849169,0,2,1,1,0,1,2,1,1,2
-1.760799057,1,-0.135537689,2,2,1,0,1,1,1,2,0,0
0.1129103213,0,1.2465857106,0,2,1,1,1,0,1,0,1,0
0.9921085947,0,-0.066809855,2,1,1,2,1,2,0,0,2,1
-0.098644919,1,1.0901940637,0,1,1,1,1,1,2,1,0,1
-0.540924349,0,-0.68883038,0,0,1,1,2,1,2,2,1,1
1.1573472989,0,-0.263958707,2,2,1,1,1,1,2,1,2,1
-1.091404346,1,0.1095016993,1,1,0,0,1,0,1,0,0,2
0.0695286615,1,1.1894950312,1,1,0,1,1,1,2,0,2,1
-0.459035627,1,-0.184795263,1,1,0,0,2,2,0,2,1,2
2.9113922782,0,1.2632564702,1,1,1,2,1,1,0,2,2,2
-0.05694217,1,0.3531397905,0,1,2,0,0,0,1,0,0,0
-0.46877043,0,-1.29989888,1,1,1,1,2,1,0,1,2,1
2.489385914,1,1.1308311079,1,1,1,0,2,1,2,2,1,0
1.2110263436,1,-0.62339881,1,1,0,1,0,0,0,1,2,2
0.768690314,1,-0.356922138,1,0,1,1,0,1,2,2,1,2
1.989392279,1,0.9411848348,0,0,2,2,0,0,2,2,1,1
0.3843502775,0,-0.824121395,0,1,1,2,1,0,2,0,1,1
2.221874606,0,-0.421703083,2,1,2,1,0,1,1,1,2,2
0.1984491716,1,-0.111863416,1,1,1,0,2,0,2,2,2,2
-1.08172168,1,-1.052196619,2,2,2,1,1,2,1,2,1,1
-0.737712882,0,0.0174531282,2,1,0,2,1,1,2,1,1,0
0.9711050562,0,0.0720943201,1,0,1,1,1,1,0,2,2,1
0.7942040098,1,0.7699952807,0,2,0,2,0,1,1,1,0,1
0.0270986369,1,0.5924743171,1,0,0,1,0,1,1,0,2,1
1.5600785642,1,-0.001973581,0,0,2,0,0,2,2,0,1,1
-0.971664854,1,-0.063339764,1,0,1,2,0,2,2,0,0,1
0.4336460435,1,0.3733722727,1,0,1,0,1,0,1,0,0,1
0.4776356355,0,-0.166338123,1,1,2,0,1,2,1,0,2,1
2.8438401453,1,2.1460104233,1,1,0,1,1,1,2,1,2,1
1.5184742772,0,0.6954758373,1,1,0,1,2,1,1,1,1,1
1.8720352813,1,-0.307390047,1,1,1,1,0,2,1,0,2,0
-1.251181288,0,0.1242221632,1,1,1,0,1,0,1,1,1,2
2.4575102365,1,0.8360128587,1,1,1,1,2,1,2,2,1,1
2.5697521616,0,0.1351219569,1,2,2,1,0,1,0,1,0,2
1.2571990133,0,-0.436051555,1,1,1,1,2,1,1,0,0,1
-1.163666649,1,-1.659927143,2,1,0,0,1,0,2,1,0,0
2.5014052709,0,1.9649504209,2,1,0,1,2,2,1,1,0,1
0.9009424092,0,0.0577806817,0,0,2,2,0,1,1,2,1,0
2.3780219883,0,1.6609055276,2,0,0,1,0,1,0,1,1,2
1.2521176988,0,-0.185271266,1,1,2,1,0,2,1,1,1,2
1.8124253116,1,-0.013065346,0,1,1,1,2,1,1,1,2,2
-0.138340694,1,-0.17318306,1,2,1,1,1,0,2,1,1,2
0.0499598444,0,0.2284330418,1,1,0,1,0,2,0,1,1,0
0.1127958362,1,0.1095646152,2,2,0,1,2,1,1,1,1,2
-0.391454592,1,-1.122062152,0,1,0,0,1,2,2,2,1,0
1.317633276,0,0.0972359076,2,2,1,1,2,0,0,2,2,0
0.2951405751,0,-0.04833618,2,1,2,1,1,1,2,2,1,2
1.5726109705,1,1.2016738003,2,2,1,1,2,1,0,1,1,0
0.6717017694,0,0.5367158544,1,0,2,2,0,1,1,0,1,0
0.0904150653,0,-0.741868914,2,2,2,1,2,0,1,1,1,2
0.7807588425,0,-1.408579895,0,2,2,2,1,2,0,1,1,1
-0.186087693,0,0.2448621936,0,0,1,1,2,1,1,1,1,1
0.3472975507,0,0.4226842223,1,1,2,2,1,1,1,0,0,1
2.0772339679,1,0.4175349052,1,2,2,1,1,1,2,1,2,2
1.9751924634,0,0.7680800972,0,1,1,1,1,1,1,0,0,2
-2.907444718,1,-2.219887018,1,1,1,1,2,0,0,0,2,2
0.6860812173,0,0.4212714076,0,0,2,0,0,1,2,0,0,1
0.6241940317,1,0.8506266249,2,0,1,1,1,1,2,1,1,2
1.8156014175,0,1.0219394209,1,0,1,1,1,1,0,1,2,0
2.2954220018,1,1.3654759775,1,1,2,2,0,0,1,0,1,0
-0.280942517,0,0.8973492588,1,0,2,0,1,1,1,1,0,0
1.6380108328,1,-0.47842456,1,0,1,2,2,1,0,1,2,0
1.816626736,1,0.8174004714,1,0,0,2,1,1,1,2,2,2
1.7302999672,1,0.2181344243,0,2,0,1,1,1,0,2,1,1
3.6985057019,0,1.4416824269,1,1,1,1,2,1,0,0,1,2
-0.233435515,0,0.5857681232,0,2,1,0,2,1,1,0,1,0
0.6081622629,0,1.3218908473,1,0,0,2,1,2,1,1,0,0
0.3540580108,0,1.4134868748,1,1,1,1,1,0,2,1,2,0
2.9103492777,0,0.6838768879,1,0,1,1,0,1,0,0,0,0
-0.296490082,1,0.6078158382,1,2,1,1,2,1,2,2,0,0
1.2718095798,1,0.4775217998,1,1,1,1,0,1,0,1,1,1
-0.241592688,1,-2.73167085,1,1,0,1,0,2,1,2,1,2
1.4429367383,0,0.2045051618,2,1,2,0,0,0,1,2,1,2
1.4198766313,0,0.7590829465,1,1,2,2,1,2,1,2,1,1
0.8505359424,0,0.4002741848,1,0,0,0,2,2,2,1,0,0
3.4968468474,0,0.2752095713,2,2,2,1,1,1,2,1,2,1
1.4689924451,1,-0.009832079,1,0,2,1,1,1,1,2,1,1
1.7284668093,0,1.00144748,2,1,2,1,0,1,2,0,1,2
-0.283541569,1,-0.576205439,2,2,1,0,0,1,1,1,1,0
-0.593581416,1,-0.562504402,1,0,1,1,1,2,1,2,0,0
-1.364410309,1,-0.842007794,1,0,2,1,1,0,2,1,2,1
2.7224926072,1,1.4403994116,1,2,1,1,1,0,2,0,1,1
-0.230744645,1,-0.484360271,2,1,0,1,1,1,1,2,2,1
2.0726189522,1,0.4360876819,0,2,1,1,1,1,0,1,0,2
0.1434933461,1,1.4088814466,2,1,1,2,1,0,2,1,0,1
4.0835451119,1,1.1142873707,0,1,2,2,2,1,2,1,0,0
1.6619329403,1,1.5952812722,1,2,1,0,1,1,1,1,1,2
2.0909605723,0,-0.139249082,1,0,1,2,2,1,0,1,1,1
1.3694511863,1,-0.587210364,0,1,0,2,1,1,1,1,0,0
1.1243229353,0,-0.622269744,2,1,1,2,0,2,1,2,1,1
1.1189027758,0,0.1236506335,1,1,1,1,1,1,0,2,2,0
-1.007655635,1,-1.767437204,0,1,0,1,1,1,1,0,1,1
0.3000005373,0,-0.015581962,1,1,1,0,2,2,0,2,0,1
0.8114663385,1,-0.039101544,0,2,0,1,1,2,2,0,1,2
-0.348077622,0,0.4476720323,1,0,1,0,1,1,2,1,0,2
1.788466908,1,0.276983377,0,2,2,0,1,2,1,1,2,1
-1.651160472,0,-1.460444179,1,2,2,2,2,1,2,1,0,1
-0.272308173,0,-1.123300522,1,1,2,2,2,2,0,2,2,1
3.5768238829,0,1.2401475551,2,1,1,1,2,1,2,1,1,1
0.6414390607,1,0.3059491943,1,1,1,0,0,0,1,2,1,0
1.6068872183,0,-0.90030455,2,1,2,2,0,2,1,1,1,2
1.6269598459,0,-0.634527988,2,1,0,0,2,2,1,1,2,1
-1.352733983,1,-1.821058626,2,1,2,1,1,0,2,1,0,2
0.7595254462,0,-0.439619578,2,2,1,1,1,1,0,1,2,1
2.1097994401,0,0.689775719,1,1,2,0,2,2,1,2,1,2
0.3177460095,0,0.7052540577,0,0,1,1,2,1,1,0,1,1
0.2747611888,0,-0.335601261,1,1,2,1,2,0,0,1,1,2
1.2477314607,0,0.4883719434,1,1,0,0,1,2,0,0,1,2
-1.297305138,0,-0.035733941,1,2,1,1,0,2,1,0,0,1
0.1454511651,0,-0.7301463,2,1,1,0,1,0,2,0,1,0
1.8324061456,0,0.6523743128,0,1,1,1,2,2,1,0,1,2
1.9956194846,0,-0.495600903,1,1,1,1,1,0,2,2,1,0
0.8555010618,0,-0.816913,1,1,2,1,1,1,2,1,1,1
-0.146884927,0,0.2530930819,0,1,0,0,0,2,1,0,1,1
-0.18616715,0,0.722314776,0,1,0,1,1,1,0,2,0,0
-1.270147276,1,-0.781661435,2,1,1,2,1,1,1,1,1,2
-2.604679157,0,-2.19783114,0,1,1,0,1,1,1,1,0,0
1.7916228699,0,1.1476410119,0,1,1,1,0,1,0,1,0,1
0.6714408247,0,0.3723396364,1,2,0,0,1,1,1,1,0,0
2.9562189174,0,-0.230738027,0,1,0,2,2,1,2,1,1,0
0.8882745764,0,0.7034785649,0,2,1,2,1,1,0,2,2,1
0.2967976774,0,0.5365949093,1,0,2,1,1,1,2,0,1,1
-0.866151686,0,-2.190065695,1,1,1,0,0,2,1,1,1,1
1.5617327364,0,0.6265463327,1,2,1,0,2,1,2,1,0,0
-3.89471627,1,-1.572984438,2,2,1,2,1,0,0,1,0,0
2.4236740205,1,0.615373084,1,0,1,1,1,1,1,0,1,2
-1.848279725,1,-0.882067563,2,0,0,1,1,2,1,1,0,1
0.4548703977,0,-0.182772514,2,0,1,1,1,1,2,1,2,2
-0.921369623,1,0.8392689789,0,2,2,0,0,2,2,1,1,1
2.5062564263,0,0.9673723707,2,1,2,1,0,0,1,1,2,0
-0.444418199,0,0.9098422181,0,1,0,0,2,2,1,1,2,1
-0.993183063,1,-1.527129665,1,2,2,1,0,1,0,2,2,2
0.4679312309,0,0.3428859263,1,2,1,0,0,2,0,2,2,1
1.5942806244,0,0.5127319598,0,2,1,1,0,2,0,2,1,2
2.4203460002,1,0.2211318179,1,1,1,2,1,1,1,0,1,0
0.7773102396,0,0.684136649,0,1,1,1,0,1,0,0,1,2
0.2095071091,0,0.3345942343,1,1,0,1,1,1,1,2,1,2
0.5872063436,1,-1.313116427,0,2,2,0,1,2,2,1,2,1
0.3348429447,0,0.6735663573,0,1,1,0,2,2,1,1,1,1
-0.739894491,1,-0.199542307,1,1,1,2,2,1,1,2,2,1
0.6144637312,0,0.6838904608,1,1,1,1,0,0,1,1,0,2
-0.012526845,1,-1.223770875,1,1,1,0,1,1,1,0,0,0
1.8015637963,1,-0.371449648,0,2,2,2,2,0,1,1,1,1
-1.309952437,0,-1.237099253,1,1,1,1,1,2,0,1,1,1
-1.061113991,0,-0.972310297,1,1,1,2,1,0,2,2,1,1
-2.334235783,0,-0.172768443,0,1,2,1,1,0,2,1,1,1
-2.312888479,0,-2.269212207,1,2,2,2,0,1,1,1,1,1
-0.190726515,1,-0.496436533,1,0,1,0,1,2,1,1,1,1
0.7559492026,1,-0.998379287,0,2,1,0,1,1,1,1,0,1
-1.854602924,0,-1.334037044,1,2,1,1,1,1,0,0,1,0
2.962194256,1,0.6834032214,0,0,1,1,0,0,1,1,1,1
0.5571236496,1,-0.211411366,1,1,1,1,1,1,0,1,1,1
0.3128756251,0,0.0479548385,2,1,1,1,1,2,1,0,2,1
1.6183890662,1,0.1901066682,1,1,0,1,2,1,1,1,1,1
0.2439992321,1,-0.329678872,1,0,1,0,1,1,2,1,1,2
3.5256372154,0,2.07457618,2,1,2,2,0,1,1,1,2,1
2.4453788177,1,0.8917760393,2,1,2,1,2,0,1,1,0,1
1.638762947,0,0.384926945,2,2,2,2,2,0,2,1,1,1
-0.813642301,1,-1.317233336,2,0,2,1,1,0,2,2,1,2
1.5650970339,0,-0.07006246,2,1,2,1,1,1,1,1,1,1
1.5232403982,0,-0.556333905,2,2,2,0,1,2,2,1,1,1
2.0164599797,0,1.1318814805,1,1,2,0,2,2,1,1,1,0
2.4128859981,0,0.5329787029,2,2,1,1,1,1,1,1,1,1
0.5453962562,1,-2.040307885,0,0,1,1,1,1,1,1,0,1
-1.665627579,0,-0.762763787,0,1,1,0,1,2,2,1,0,0
0.0497185937,0,0.9385028645,0,2,2,0,2,2,1,0,1,1
2.7428082827,1,1.3431097594,1,1,0,1,1,1,1,0,1,2
-0.737086707,0,-2.073487811,0,2,1,1,1,1,2,1,2,2
0.2804442892,0,0.4405929493,1,1,1,1,0,0,1,1,0,1
2.1721967406,1,0.4978790651,0,1,1,2,1,0,2,2,0,2
1.1627310893,0,0.256891056,0,0,1,2,1,1,1,1,2,2
-0.258713708,0,-0.988820416,0,1,1,1,2,0,0,1,1,1
-1.669985606,1,-0.402176694,2,1,1,2,1,1,1,2,1,0
1.7662904751,1,1.1673926128,0,1,0,1,0,0,2,1,2,1
0.8082736944,0,1.0913675012,1,2,0,1,1,1,2,1,0,2
-0.276774416,1,-1.682102094,1,0,1,2,2,1,0,2,1,1
3.8317765176,1,0.4712375303,0,1,1,0,2,1,1,1,1,1
3.0944438778,0,1.7392842247,0,0,2,1,2,2,2,1,1,1
0.967463416,0,-1.02981393,2,0,0,1,1,0,1,1,0,2
-1.940607753,1,-0.216595097,1,1,1,0,0,2,1,2,1,0
0.4474797543,0,0.548861173,0,1,1,0,2,1,0,1,1,2
-0.830909235,0,0.3228719627,0,1,0,0,1,0,2,1,0,0
-0.840309544,0,-1.058314683,0,2,2,1,0,1,0,1,2,1
1.7489285442,0,0.5733034175,1,2,2,1,1,2,1,1,1,2
-0.533939545,1,-0.455268122,2,0,2,0,1,1,1,2,0,2
-2.342828459,0,-1.741806298,0,0,1,1,0,1,2,2,1,2
-0.53884374,0,-0.515439153,1,1,2,1,1,0,0,1,0,0
-1.363259434,1,-0.78759638,1,1,1,1,0,1,2,0,1,0
2.1408034154,0,1.0138032816,1,2,0,2,2,1,0,0,1,1
2.6069464715,1,1.3159828434,0,1,1,2,2,2,1,0,2,1
1.6203119036,1,1.4134177435,1,1,1,1,0,0,1,2,2,0
-0.024358835,1,-0.479519227,1,0,1,1,1,0,1,2,0,2
-1.179606145,0,-1.224681565,1,0,2,1,1,0,0,1,1,2
-2.220138511,0,-2.95236693,1,1,2,1,1,1,2,2,2,0
-1.108961096,0,-0.33427249,0,2,1,0,0,2,2,0,1,1
-0.040046854,0,1.8592702995,1,1,2,0,0,1,0,0,2,1
2.1295254646,1,0.4204009844,1,0,2,2,1,0,1,0,1,2
-0.379850644,1,1.0093431535,0,1,1,0,1,1,2,0,2,2
-0.877329109,1,-0.554547568,1,1,1,1,1,0,2,0,0,2
-0.228228358,1,-0.140328488,1,0,0,2,1,1,2,1,0,1
-1.125533008,0,-0.354463801,1,2,1,1,1,1,1,2,0,2
0.7129261694,1,0.7018476712,2,2,1,1,0,1,0,2,1,1
-0.482531841,0,-1.950929354,1,2,1,0,1,2,1,2,2,2
3.0187771036,1,1.6542804075,2,0,0,1,2,2,1,1,0,2
2.3747372522,0,1.067491305,1,1,2,1,2,2,0,1,1,0
0.2997153787,0,1.1282238871,1,0,2,1,0,0,0,1,0,0
-1.0958083,1,0.475177184,1,1,1,0,0,1,1,2,1,2
-0.047879177,0,-0.913151109,1,2,1,2,0,2,1,0,0,2
-0.730951146,1,-0.408492052,1,1,2,2,1,1,2,0,2,0
1.7872359134,0,0.2359233798,1,2,1,2,0,2,1,2,1,2
0.3622338179,0,0.1594624453,0,1,1,1,2,2,2,1,1,1
3.3466920788,0,0.7939985702,1,1,1,1,1,1,1,2,2,1
3.3269380636,0,2.2183211315,1,2,1,1,1,1,2,1,1,2
-1.698205351,0,-0.476258267,0,0,2,1,1,0,1,1,1,1
2.4355023825,0,-0.372787619,2,0,2,1,0,2,1,0,2,2
1.7614500081,0,0.1592734915,1,0,2,0,1,0,1,2,1,1
1.0633812778,1,-1.025743814,0,1,1,0,0,0,0,1,1,1
1.6702854469,0,-1.123655681,1,1,0,2,1,1,2,0,1,1
0.8008105968,0,-0.726986547,1,1,1,2,1,1,0,0,0,1
0.375373833,1,-0.613282922,0,2,1,0,2,1,2,1,1,2
0.3685983255,0,0.252748529,2,1,2,2,1,1,2,1,2,2
-0.777300636,0,0.1877242192,0,1,2,0,1,0,1,0,1,0
1.6840915062,1,0.7903084094,0,2,2,1,1,1,2,2,1,1
0.5285177406,1,-0.174477457,1,1,1,0,0,0,1,1,1,2
2.3702717252,1,1.4226131247,0,2,2,1,1,0,0,1,1,0
-0.672948593,1,-0.915323353,2,2,0,2,0,1,1,2,0,0
0.7262976326,0,-0.082070425,1,1,0,0,2,0,0,2,1,1
2.0278136034,0,0.0630093221,2,1,0,0,2,2,2,0,2,0
-0.302066614,1,0.0118198253,2,2,1,2,1,1,0,1,2,1
